Depth,GR_1st,IGR,Vsh_1st,GR_2nd,GRc_2nd,Vsh_2nd,GR_3rd,GRc_3rd,Vsh+3rd
m,API,,,API,API,%,API,API,%
174.4,56.86,0.46725903,0.289678707,50.92,,14.11520097,52.63,,14.25622679
174.5,56.86,0.46725903,0.289678707,51.46,,15.55972317,52.48,,13.90736311
174.6,44.98,0.2377825,-0.016290001,51.59,,15.92113926,51.71,,12.1995511
174.7,44.98,0.2377825,-0.016290001,50.99,,14.29741184,50.91,,10.56394512
174.8,46.25,0.262314082,0.016418775,50.68,,13.50154197,50.91,,10.56394512
174.9,44.13,0.221363724,-0.038181701,50.62,,13.35076614,49.2,,7.491508582
175,44.13,0.221363724,-0.038181701,50.72,,13.6026411,49,,7.166476898
175.1,46.67,12.9864879,16.98198387,49.86,,11.52866939,49.79,,8.490600091
175.2,46.67,0.270426888,0.027235851,46.51,,5.156146686,50.3,,9.404897916
175.3,52.19,0.377052347,0.169403129,45.94,,4.296691594,49.13,,7.376979543
175.4,51.34,0.360633572,0.147511429,46.74,,5.519283411,46.47,,3.58756067
175.5,51.34,0.360633572,0.147511429,47.56,,6.895332473,52.77,,14.58676772
175.6,55.16,0.43442148,0.245895306,47.59,,6.948188275,53.1,,15.38516116
175.7,55.16,0.43442148,0.245895306,49.03,,9.713177684,52.87,,14.82582512
175.8,49.22,0.319683214,0.092910952,45.66,,3.894777225,51.62,,12.00869616
175.9,50.92,0.352520765,0.136694353,46.82,,5.647869567,50.15,,9.130946994
176,50.92,0.352520765,0.136694353,48.2,,8.063608497,51.95,,12.71729644
176.1,49.22,0.319683214,0.092910952,50.92,,14.11520097,50.72,,10.19503426
176.2,49.22,0.319683214,0.092910952,48.61,,8.858704087,54.41,,18.83845957
176.3,54.74,0.426308673,0.235078231,50.4,,12.80677341,54.4,,18.8102812
176.4,53.89,0.409889898,0.21318653,52.61,,18.95326314,56.28,,24.65670269
176.5,53.89,0.409889898,0.21318653,51.7,,16.2312191,57.61,,29.53824228
176.6,56.43,0.458953062,0.278604082,50.56,,13.20103133,55.88,,23.31555232
176.7,56.43,0.458953062,0.278604082,48.99,,9.63000217,53.34,,15.98322223
176.8,53.04,13.9864879,18.3153172,46.59,,5.281362714,53.6,,16.64814907
176.9,44.13,0.221363724,-0.038181701,46.41,,5.001244556,56.08,,23.97917069
177,44.13,0.221363724,-0.038181701,46.15,,4.606771086,53.93,,17.51833956
177.1,53.04,0.393471122,0.19129483,46.86,,5.712609463,51.39,,11.52897561
177.2,53.04,0.393471122,0.19129483,45.52,,3.698640895,49.95,,8.772248195
177.3,59.83,0.524628163,0.366170884,46.62,,5.328617746,49.52,,8.025793205
177.4,57.28,0.475371837,0.300495783,46.98,,5.908633023,52.92,,14.94628711
177.5,57.28,0.475371837,0.300495783,46.87,,5.728841215,51.88,,12.56495341
177.6,52.19,0.377052347,0.169403129,47.79,,7.30527852,50.27,,9.34976614
177.7,52.19,0.377052347,0.169403129,49.39,,10.47930105,49.56,,8.093834619
177.8,52.61,0.385165154,0.180220205,49.12,,9.901733214,49.38,,7.789859633
177.9,51.34,0.360633572,0.147511429,53.61,,22.29357943,48.98,,7.134343126
178,51.34,0.360633572,0.147511429,54.63,,26.12225066,48.76,,6.785237465
178.1,62.37,0.573691327,0.431588436,53.18,,20.80985964,51.03,,10.80071622
178.2,62.37,0.573691327,0.431588436,52.4,,18.29947645,50.06,,8.968611172
178.3,56.43,0.458953062,0.278604082,50.25,,12.44371388,47.8,,5.351756835
178.4,53.89,0.409889898,0.21318653,51.29,,15.09521476,46.47,,3.58756067
178.5,53.89,14.9864879,19.64865053,53.6,,22.258231,48.62,,6.567192349
178.6,64.07,0.606528878,0.475371837,53.08,,20.47523977,50.71,,10.17581861
178.7,64.07,0.606528878,0.475371837,52.88,,19.81748107,47.51,,4.94606636
178.8,63.22,0.590110102,0.453480137,53.26,,21.08035154,49.45,,7.907398064
178.9,57.71,0.483677806,0.311570408,52.43,,18.39190671,49.92,,8.719082437
179,57.71,0.483677806,0.311570408,50.46,,12.95376718,48.05,,5.71142171
179.1,57.28,0.475371837,0.300495783,50.51,,13.07704235,47.47,,4.891060835
179.2,57.28,0.475371837,0.300495783,54.47,,25.49145723,48.09,,5.769838733
179.3,58.98,0.508209388,0.344279184,58.79,,47.37151601,48.59,,6.520879011
179.4,56.43,0.458953062,0.278604082,59.9,,54.98960512,51.28,,11.3035592
179.5,56.43,0.458953062,0.278604082,55.3,,28.89401294,52.35,,13.60937511
179.6,44.13,0.221363724,-0.038181701,50.81,,13.83182875,50.92,,10.58356365
179.7,44.13,0.221363724,-0.038181701,51.79,,16.48786676,50.4,,9.589914734
179.8,45.82,0.254008113,0.00534415,53.43,,21.66351092,50.77,,10.29141213
179.9,52.61,0.385165154,0.180220205,55.27,,28.76526448,48.95,,7.086267313
180,52.61,0.385165154,0.180220205,55.34,,29.06637281,47.13,,4.432616508
180.1,42.43,0.188526173,-0.081965102,54.46,,25.45241826,48.11,,5.79913828
180.2,42.43,15.9864879,20.98198387,54.29,,24.79560667,50.28,,9.368124336
180.3,40.73,0.155688623,-0.125748503,53.21,,20.9110014,51.94,,12.69546535
180.4,41.16,0.163994591,-0.114673878,52.83,,19.65540126,53.61,,16.6740831
180.5,41.16,0.163994591,-0.114673878,49.96,,11.7593822,51.62,,12.00869616
180.6,41.58,0.172107398,-0.103856803,49.45,,10.61011328,50.17,,9.16722793
180.7,41.58,0.172107398,-0.103856803,50.63,,13.37582296,48.95,,7.086267313
180.8,44.55,0.229476531,-0.027364626,48.6,,8.83886029,48.88,,6.974670615
180.9,49.64,0.327796021,0.103728028,49.1,,9.859662477,48.78,,6.816646106
181,49.64,0.327796021,0.103728028,49.27,,10.22037989,48.83,,6.895453427
181.1,49.64,0.327796021,0.103728028,47.62,,7.001227497,49.76,,8.438309582
181.2,49.64,0.327796021,0.103728028,48.15,,7.969195616,51.06,,10.86037102
181.3,48.37,0.303264439,0.071019252,50.14,,12.18143859,51.43,,11.61158512
181.4,44.55,0.229476531,-0.027364626,52.13,,17.48185605,53.5,,16.3902832
181.5,44.55,0.229476531,-0.027364626,51.83,,16.60279134,53.91,,17.46474841
181.6,44.55,0.229476531,-0.027364626,51.63,,16.03344012,52.1,,13.04749525
181.7,44.55,0.229476531,-0.027364626,52.42,,18.36106104,51.73,,12.24220586
181.8,47.1,0.278732857,0.038310476,52.85,,19.72012091,49.08,,7.295680827
181.9,51.76,16.9864879,22.3153172,52.4,,18.29947645,47.54,,4.987470564
182,51.76,0.368746378,0.158328504,50.15,,12.20514437,48.15,,5.857920076
182.1,62.37,0.573691327,0.431588436,49.21,,10.09225853,49.03,,7.214802747
182.2,62.37,0.573691327,0.431588436,50.04,,11.94588022,51.05,,10.84046545
182.3,62.37,0.573691327,0.431588436,51.68,,16.1745476,51.53,,11.819615
182.4,56.43,0.458953062,0.278604082,52.98,,20.14446162,48.8,,6.848119987
182.5,56.43,0.458953062,0.278604082,53.76,,22.82873338,49.39,,7.806598621
182.6,59.83,0.524628163,0.366170884,51.43,,15.47708711,51.21,,11.16144603
182.7,59.83,0.524628163,0.366170884,50.67,,13.47634006,51.02,,10.78087252
182.8,57.71,0.483677806,0.311570408,51.26,,15.01418506,52.17,,13.20335542
182.9,47.1,0.278732857,0.038310476,53.74,,22.75684283,53.07,,15.31144515
183,47.1,0.278732857,0.038310476,53.66,,22.47093515,51.54,,11.84053693
183.1,47.95,0.295151632,0.060202176,52.89,,19.85000948,49.59,,8.145051303
183.2,47.95,0.295151632,0.060202176,54.39,,25.18040405,48.13,,5.828498686
183.3,50.07,0.33610199,0.114802653,53.29,,21.18243195,47.56,,5.015145047
183.4,53.46,0.401583929,0.202111905,50.57,,13.22591514,47.98,,5.609773444
183.5,53.46,0.401583929,0.202111905,48.09,,7.856617348,48.26,,6.020833499
183.6,45.82,17.9864879,23.64865053,45.4,,3.533029346,48.27,,6.035736209
183.7,45.82,0.254008113,0.00534415,44.3,,2.117236989,47.9,,5.494504335
183.8,40.73,0.155688623,-0.125748503,44.31,,2.129314675,47.58,,5.042877013
183.9,44.55,0.229476531,-0.027364626,45.18,,3.235304612,49.77,,8.455721671
184,44.55,0.229476531,-0.027364626,46.94,,5.842989801,49.59,,8.145051303
184.1,53.04,0.393471122,0.19129483,46.32,,4.863353761,48.35,,6.155516139
184.2,53.04,0.393471122,0.19129483,46.48,,5.10948809,47.39,,4.781732225
184.3,44.13,0.221363724,-0.038181701,45.65,,3.880662091,46.8,,4.002856302
184.4,45.82,0.254008113,0.00534415,44.52,,2.386194531,45.18,,2.093941895
184.5,45.82,0.254008113,0.00534415,43.49,,1.183841044,44,,0.892137844
184.6,40.73,0.155688623,-0.125748503,44.78,,2.712989082,45.16,,2.072322493
184.7,40.73,0.155688623,-0.125748503,45.8,,4.094110092,47.6,,5.070666581
184.8,46.67,0.270426888,0.027235851,46.69,,5.439518186,48.33,,6.12547789
184.9,54.31,0.418002704,0.224003606,46.35,,4.909158226,49.06,,7.263279241
185,54.31,0.418002704,0.224003606,45.85,,4.166084968,49.63,,8.213588655
185.1,45.4,0.245895306,-0.005472925,51.05,,14.45476914,49.12,,7.360686044
185.2,45.4,0.245895306,-0.005472925,50.61,,13.32573824,51.41,,11.57023751
185.3,54.31,18.9864879,24.98198387,49.11,,9.880685701,54.88,,20.1963674
185.4,54.74,0.426308673,0.235078231,51.13,,14.66628197,53.59,,16.62224193
185.5,54.74,0.426308673,0.235078231,55.46,,29.58825496,55.31,,21.49806339
185.6,59.4,0.516322194,0.355096259,55.47,,29.63207244,56.37,,24.96620892
185.7,59.4,0.516322194,0.355096259,55.29,,28.85104722,58.44,,32.94416353
185.8,56.43,0.458953062,0.278604082,56.29,,33.40288856,56.96,,27.06836289
185.9,58.55,0.499903419,0.333204559,57.21,,38.08111244,58.43,,32.9013584
186,58.55,0.499903419,0.333204559,55.16,,28.29698433,58.87,,34.8274343
186.1,56.43,0.458953062,0.278604082,55.11,,28.0860881,57.53,,29.22519307
186.2,56.43,0.458953062,0.278604082,55.56,,30.02871501,56.72,,26.19769574
186.3,58.13,0.491790612,0.322387483,54.8,,26.805362,56.77,,26.37730129
186.4,53.04,0.393471122,0.19129483,53.42,,21.62888962,56.54,,25.55877567
186.5,53.04,0.393471122,0.19129483,52.7,,19.23834722,56.63,,25.87674427
186.6,48.37,0.303264439,0.071019252,53.16,,20.7426262,55.36,,21.65322679
186.7,48.37,0.303264439,0.071019252,53.63,,22.36439886,53.57,,16.57050821
186.8,49.64,0.327796021,0.103728028,55.74,,30.83447428,52.51,,13.9767022
186.9,53.46,0.401583929,0.202111905,56.57,,34.7744593,53.42,,16.18590809
187,53.46,19.9864879,26.3153172,55.86,,31.38102701,52.53,,14.0230483
187.1,42.01,0.180413367,-0.092782178,52.39,,18.26873745,52.8,,14.65822471
187.2,42.01,0.180413367,-0.092782178,48.79,,9.219838795,52.72,,14.46816587
187.3,51.76,0.368746378,0.158328504,48.93,,9.505957021,49.48,,7.958033572
187.4,45.82,0.254008113,0.00534415,48.47,,8.582965327,48.22,,5.961377028
187.5,45.82,0.254008113,0.00534415,49.04,,9.734031661,46.28,,3.354822291
187.6,54.74,0.426308673,0.235078231,48.84,,9.321493306,45.91,,2.914551597
187.7,54.74,0.426308673,0.235078231,47.22,,6.308923745,44.37,,1.253265508
187.8,56.43,0.458953062,0.278604082,47.48,,6.755275567,47.94,,5.5520193
187.9,62.37,0.573691327,0.431588436,48.77,,9.179341042,48.82,,6.879659242
188,62.37,0.573691327,0.431588436,48.78,,9.199578227,49.43,,7.873728507
188.1,63.65,0.598416071,0.464554761,49.59,,10.91888955,49.48,,7.958033572
188.2,63.65,0.598416071,0.464554761,49.3,,10.28477421,46.77,,3.964511879
188.3,58.13,0.491790612,0.322387483,48.93,,9.505957021,47.33,,4.7003292
188.4,61.1,0.549159745,0.39887966,51.17,,14.77277337,49.58,,8.12796136
188.5,61.1,0.549159745,0.39887966,50.58,,13.25082771,48.49,,6.367538151
188.6,61.1,0.549159745,0.39887966,48.65,,8.938308812,45,,1.900972763
188.7,61.1,20.9864879,27.64865053,48.54,,8.720277506,45.79,,2.775352487
188.8,65.77,0.639366428,0.519155238,49.84,,11.48284566,43.95,,0.844391417
188.9,58.55,0.499903419,0.333204559,50.47,,12.97836531,44.41,,1.293143141
189,58.55,0.499903419,0.333204559,50.09,,12.0633194,46.42,,3.525868242
189.1,47.95,0.295151632,0.060202176,54.3,,24.83388677,48.85,,6.927090999
189.2,47.95,0.295151632,0.060202176,53.53,,22.01193158,50.55,,9.871064053
189.3,41.58,0.172107398,-0.103856803,54.66,,26.24182738,50.94,,10.62286183
189.4,43.28,0.204944949,-0.060073402,50.92,,14.11520097,50.79,,10.33010348
189.5,43.28,0.204944949,-0.060073402,48.78,,9.199578227,50.81,,10.36887519
189.6,42.01,0.180413367,-0.092782178,48.49,,8.622084188,52.76,,14.56299811
189.7,42.01,0.180413367,-0.092782178,50.57,,13.22591514,53.17,,15.55806006
189.8,37.34,0.090206683,-0.213057755,51.55,,15.8093559,53.31,,15.9076477
189.9,39.04,0.123044234,-0.169274355,49.65,,11.05275798,54.47,,19.00814504
190,39.04,0.123044234,-0.169274355,48.31,,8.273245611,52.72,,14.46816587
190.1,52.19,0.377052347,0.169403129,49.26,,10.19896464,50.76,,10.27209654
190.2,52.19,0.377052347,0.169403129,50.71,,13.57732252,51.76,,12.30635419
190.3,50.49,0.344214796,0.125619728,50.48,,13.00299186,48.42,,6.261142202
190.4,59.4,21.9864879,28.98198387,48.97,,9.588558258,46.48,,3.599937604
190.5,59.4,0.516322194,0.355096259,48.99,,9.63000217,47.41,,4.808979367
190.6,50.49,0.344214796,0.125619728,48.32,,8.2924359,48,,5.638740517
190.7,50.49,0.344214796,0.125619728,51.36,,15.28537927,48.38,,6.200690538
190.8,48.37,0.303264439,0.071019252,55.53,,29.89604254,48.72,,6.722615359
190.9,52.61,0.385165154,0.180220205,54.36,,25.06449793,49.12,,7.360686044
191,52.61,0.385165154,0.180220205,57.53,,39.8283666,47.53,,4.973654842
191.1,58.98,0.508209388,0.344279184,61.33,,66.35918663,51.4,,11.54959586
191.2,58.98,0.508209388,0.344279184,59.79,,54.19033061,52.88,,14.84986755
191.3,48.37,0.303264439,0.071019252,56.99,,36.916784,51.78,,12.34923079
191.4,61.95,0.56557852,0.420771361,54.89,,27.17247473,50.97,,10.6819622
191.5,61.95,0.56557852,0.420771361,54.14,,24.22667809,51.72,,12.22086742
191.6,58.98,0.508209388,0.344279184,54.93,,27.3368646,52.74,,14.5155328
191.7,58.98,0.508209388,0.344279184,55.79,,31.06128456,53.77,,17.09270782
191.8,57.71,0.483677806,0.311570408,54.18,,24.37743015,52,,12.82679225
191.9,66.19,0.647479235,0.529972313,53.8,,22.97301354,51.07,,10.88029725
192,66.19,0.647479235,0.529972313,55.32,,28.98009336,52.76,,14.56299811
192.1,68.31,22.9864879,30.3153172,54.84,,26.96805229,54.95,,20.40433411
192.2,68.31,0.688429592,0.58457279,54.48,,25.53054131,55.98,,23.6456403
192.3,65.34,0.63106046,0.508080613,54.5,,25.60884498,56.89,,26.81217503
192.4,68.31,0.688429592,0.58457279,55.63,,30.3400773,56.92,,26.92174205
192.5,68.31,0.688429592,0.58457279,59.29,,50.68252743,59.83,,39.34780123
192.6,78.92,0.893374541,0.857832722,61.24,,65.58693382,55.69,,22.69774206
192.7,78.92,0.893374541,0.857832722,62.88,,80.99943702,56.42,,25.13940968
192.8,84.44,1,1,59.75,,53.90219326,58.55,,33.4179626
192.9,76.8,0.852424184,0.803232245,57.71,,40.8399437,59.34,,36.98430875
