Initial ID,Injection section,Injection depth,Injection start ,Injection end,,Data and Time,Injection rate (L/min),Injection pressure @187.8m,Injection temperature @187.8m,?P/MPa,?T/Deg. C,dT/dt,dP/dt,Volume/m3,Normalized T01,Normalized P01,Normalized Q01,,Injectivity
(2)-1,Re(1),188.6-188.8 m,2013/12/12 10:04,2013/12/12 14:05,0,10:00:15,0,1.724,16.46,0,0,0,0,0,0.95,0.3004,0,,0
,,,,,1,10:01:15,0,1.724,16.46,0,0,7.2006,-2.189,0,0.95,0.3004,0,,0
,,,,,2,10:02:15,0,1.721,16.47,0,0,7.2006,19.348,0,0.95263,0.29568,0,,0
,,,,,3,10:03:15,0,1.751,16.47,0,0,21.6018,22.314,0,0.95263,0.34205,0,,0
,,,,Start,4,10:04:15,12,1.752,16.5,0,0,72.00599,-1.554,0.006,0.96053,0.34372,0.1,,6.849315068
,,,,,5,10:05:15,12,1.748,16.57,-0.005,0.04,79.20661,-6.214,0.018,0.97895,0.3387,0.1,,6.864988558
,,,,,6,10:06:15,12,1.743,16.61,-0.012,0.05,36.00302,-8.332,0.03,0.98947,0.33034,0.1,,6.884681583
,,,,,7,10:07:15,12,1.737,16.62,-0.018,0.05,7.2006,-9.321,0.042,0.99211,0.32077,0.1,,6.908462867
,,,,,8,10:08:15,12,1.73,16.62,-0.022,0.05,0,-7.697,0.054,0.99211,0.31028,0.1,,6.936416185
,,,,,9,10:09:15,12,1.726,16.62,-0.016,0.04,-7.2006,1.483,0.066,0.99211,0.3042,0.1,,6.952491309
,,,,,10,10:10:15,12,1.732,16.61,-0.014,0.05,0,5.72,0.078,0.98947,0.31347,0.1,,6.928406467
,,,,,11,10:11:15,12,1.734,16.62,-0.02,0.05,7.2006,-3.036,0.09,0.99211,0.31651,0.1,,6.920415225
,,,,,12,10:12:15,12,1.728,16.62,0.005,0.05,0,13.699,0.102,0.99211,0.30693,0.1,,6.944444444
,,,,,13,10:13:15,12,1.753,16.62,0.001,0.07,14.4012,15.464,0.114,0.99211,0.346,0.1,,6.845407872
,,,,,14,10:14:15,12,1.749,16.64,-0.005,0.08,21.6018,-6.92,0.126,0.99737,0.34022,0.1,,6.861063465
,,,,,15,10:15:15,12,1.744,16.65,-0.014,0.08,7.2006,-10.663,0.138,1,0.3311,0.1,,6.880733945
,,,,,16,10:16:15,12,1.735,16.65,-0.019,0.08,0,-9.886,0.15,1,0.31727,0.1,,6.916426513
,,,,,17,10:17:15,12,1.73,16.65,-0.021,0.07,-7.2006,-5.084,0.162,1,0.30982,0.1,,6.936416185
,,,,,18,10:18:15,12,1.728,16.64,-0.023,0.07,-7.2006,-3.319,0.174,0.99737,0.30632,0.1,,6.944444444
,,,,,19,10:19:15,12,1.725,16.64,-0.025,0.06,-7.2006,-2.683,0.186,0.99737,0.30268,0.1,,6.956521739
,,,,,20,10:20:15,12,1.724,16.63,-0.025,0.06,-7.2006,-1.483,0.198,0.99474,0.30055,0.1,,6.960556845
,,,,,21,10:21:15,12,1.723,16.63,-0.063,0.06,0,-27.469,0.21,0.99474,0.29948,0.1,,6.964596634
,,,,,22,10:22:15,12,1.686,16.63,-0.1,0.05,-7.2006,-53.878,0.222,0.99474,0.24141,0.1,,7.117437722
,,,,,23,10:23:15,12,1.648,16.62,-0.126,0.03,-21.6018,-45.263,0.234,0.99211,0.18349,0.1,,7.281553398
,,,,,24,10:24:15,12,1.623,16.6,-0.102,-0.01,-43.20359,-1.271,0.246,0.98684,0.14396,0.1,,7.393715342
,,,,,25,10:25:15,12,1.647,16.56,-0.067,-0.05,-57.60479,42.156,0.258,0.97632,0.18075,0.1,,7.285974499
,,,,,26,10:26:15,12,1.681,16.52,-0.047,-0.09,-57.60479,39.402,0.27,0.96579,0.23472,0.1,,7.138607971
,,,,,27,10:27:15,12,1.701,16.48,-0.038,-0.11,-43.2036,21.184,0.282,0.95526,0.26558,0.1,,7.054673721
,,,,,28,10:28:15,12,1.711,16.46,-0.032,-0.12,-21.60181,11.157,0.294,0.95,0.28033,0.1,,7.013442431
,,,,,29,10:29:15,12,1.717,16.45,-0.106,-0.12,-7.2006,-49.5,0.306,0.94737,0.2896,0.1,,6.988934188
,,,,,30,10:30:15,12,1.642,16.45,-0.037,-0.13,-7.2006,-3.884,0.318,0.94737,0.17376,0.1,,7.30816078
,,,,,31,10:31:15,12,1.711,16.44,-0.024,-0.13,-7.2006,59.669,0.33,0.94474,0.28124,0.1,,7.013442431
,,,,,32,10:32:15,0,1.725,16.44,-0.113,-0.13,0,-54.726,0.336,0.94474,0.30222,0,,0
,,,,,33,10:33:15,0,1.635,16.44,-0.058,-0.13,0,-24.927,0.336,0.94474,0.16342,0,,0
,,,,,34,10:34:15,0,1.69,16.44,-0.024,-0.13,0,64.4,0.336,0.94474,0.24856,0,,0
,,,,,35,10:35:15,0,1.725,16.44,-0.022,-0.13,0,26.127,0.336,0.94474,0.30207,0,,0
,,,,,36,10:36:15,0,1.727,16.44,-0.021,-0.14,-7.2006,1.907,0.336,0.94474,0.3048,0,,0
,,,,,37,10:37:15,0,1.727,16.43,-0.021,-0.14,-7.2006,0.636,0.336,0.94211,0.30617,0,,0
,,,,,38,10:38:15,0,1.727,16.43,-0.021,-0.14,0,-0.071,0.336,0.94211,0.30617,0,,0
,,,,,39,10:39:15,0,1.727,16.43,-0.022,-0.14,0,-0.494,0.336,0.94211,0.30602,0,,0
,,,,,40,10:40:15,0,1.727,16.43,-0.036,-0.14,0,-10.451,0.336,0.94211,0.30511,0,,0
,,,,,41,10:41:15,0,1.713,16.43,-0.126,-0.14,0,-74.992,0.336,0.94211,0.28352,0,,0
,,,,,42,10:42:15,0,1.623,16.43,-0.005,-0.14,0,22.031,0.336,0.94211,0.14366,0,,0
,,,,,43,10:43:15,0,1.743,16.43,0.076,-0.14,0,145.041,0.336,0.94211,0.33095,0,,0
,,,,,44,10:44:15,0,1.824,16.43,0.13,-0.14,0,97.235,0.336,0.94211,0.45591,0,,0
,,,,,45,10:45:15,120,1.878,16.43,0.389,-0.14,0,225.964,0.396,0.94211,0.54029,1,,63.89776358
,,,,,46,10:46:15,120,2.138,16.43,0.414,-0.15,-7.2006,204.215,0.516,0.94211,0.94238,1,,56.1272217
,,,,,47,10:47:15,120,2.162,16.42,0.427,-0.15,-7.2006,26.763,0.636,0.93947,0.97993,1,,55.50416281
,,,,,48,10:48:15,120,2.175,16.42,0.404,-0.16,-7.2006,-6.708,0.756,0.93947,1,1,,55.17241379
,,,,,49,10:49:15,120,2.153,16.41,0.41,-0.17,-14.4012,-11.651,0.876,0.93684,0.96549,1,,55.73618207
,,,,,50,10:50:15,120,2.159,16.4,0.415,-0.18,-14.4012,7.768,0.996,0.93421,0.97492,1,,55.58128763
,,,,,51,10:51:15,120,2.164,16.39,0.419,-0.19,-14.4012,6.073,1.116,0.93158,0.98221,1,,55.45286506
,,,,,52,10:52:15,120,2.167,16.38,0.406,-0.2,-14.4012,-6.85,1.236,0.92895,0.98799,1,,55.37609599
,,,,,53,10:53:15,120,2.154,16.37,0.408,-0.21,-14.4012,-7.626,1.356,0.92632,0.96747,1,,55.71030641
,,,,,54,10:54:15,120,2.157,16.36,0.323,-0.23,-21.60181,-59.457,1.476,0.92368,0.97157,1,,55.63282337
,,,,,55,10:55:15,120,2.071,16.34,0.321,-0.24,-21.60181,-62.705,1.596,0.91842,0.83946,1,,57.94302269
,,,,,56,10:56:15,120,2.07,16.33,0.321,-0.27,-28.8024,-1.554,1.716,0.91579,0.83658,1,,57.97101449
,,,,,57,10:57:15,120,2.069,16.3,0.322,-0.31,-50.40419,0.706,1.836,0.90789,0.83612,1,,57.99903335
,,,,,58,10:58:15,80,2.071,16.26,0.324,-0.36,-64.80539,2.118,1.936,0.89737,0.8381,0.66667,,38.6286818
,,,,,59,10:59:15,80,2.072,16.21,0.326,-0.43,-86.40719,2.471,2.016,0.88421,0.84068,0.66667,,38.61003861
,,,,,60,11:00:15,80,2.074,16.14,0.327,-0.51,-108.00903,2.118,2.096,0.86579,0.84342,0.66667,,38.57280617
,,,,,61,11:01:15,80,2.075,16.06,0.329,-0.59,-115.20962,2.401,2.176,0.84474,0.84524,0.66667,,38.55421687
,,,,,62,11:02:15,80,2.077,15.98,0.33,-0.69,-129.61078,2.471,2.256,0.82368,0.84859,0.66667,,38.51709196
,,,,,63,11:03:15,80,2.079,15.88,0.331,-0.78,-136.81138,1.76534,2.336,0.79737,0.85056,0.66667,,38.48003848
,,,,,64,11:04:15,80,2.08,15.79,0.333,-0.88,-136.81143,2.0478,2.416,0.77368,0.85239,0.66667,,38.46153846
,,,,,65,11:05:15,80,2.081,15.69,0.334,-0.97,-136.81143,2.18903,2.496,0.74737,0.85497,0.66667,,38.44305622
,,,,,66,11:06:15,80,2.083,15.6,0.335,-1.06,-129.61078,1.34166,2.576,0.72368,0.8571,0.66667,,38.40614498
,,,,,67,11:07:15,80,2.083,15.51,0.337,-1.15,-129.61078,1.5535,2.656,0.7,0.85786,0.66667,,38.40614498
