189.1,0.446,0.445,0.444,92.233,47888.13257,47888.14216,47888.15175,0.009594413,0.009590642,207.4,0.456,0.449,0.449,1.198,47888.03641,47888.10376,47888.10376,0.067352791,0
189.3,0.447,0.443,0.434,1.168,8.898126897,8.936497075,9.022616584,0.038370178,0.086119509,207.6,0.451,0.443,0.452,1.228,8.859695294,8.936497075,8.850077542,0.076801781,-0.086419532
189.5,0.449,0.44,0.436,1.756,18.55721238,18.64352917,18.68179706,0.086316789,0.038267884,207.8,0.444,0.444,0.447,1.196,18.60520364,18.60520364,18.57642037,0,-0.028783274
189.7,0.444,0.438,0.43,89.552,45144.68974,45144.74721,45144.82363,0.057466539,0.076425347,208,0.436,0.44,0.451,1.023,45144.76633,45144.72807,45144.62253,-0.038267884,-0.105540404
189.9,0.447,0.434,0.436,74.307,31082.83166,31082.95615,31082.93704,0.124489687,-0.019113002,208.2,0.439,0.44,0.45,26.915,31082.90834,31082.89877,31082.80284,-0.009572291,-0.095926626
190.6,0.445,0.442,0.447,90.965,46580.51458,46580.54334,46580.49538,0.028760746,-0.047953377,208.4,0.436,0.437,0.45,26.155,46580.60076,46580.5912,46580.46656,-0.009561685,-0.124632825
191,0.446,0.436,0.439,2.2,28.47344686,28.56922532,28.54052973,0.095778466,-0.028695594,208.6,0.436,0.435,0.451,112.868,28.56922532,28.57878354,28.42541703,0.009558218,-0.153366506
191.2,0.444,0.439,0.445,100.181,56496.87248,56496.92038,56496.86289,0.047897818,-0.057488459,208.8,0.435,0.432,0.448,120.646,56496.95863,56496.98728,56496.83409,0.028654186,-0.153191146
191.4,0.445,0.441,0.444,96.624,52556.24717,52556.28551,52556.25676,0.038340275,-0.028749634,209,0.434,0.431,0.441,111.641,52556.35246,52556.38111,52556.28551,0.028644087,-0.095600866
191.6,0.452,0.444,0.448,9.321,490.238477,490.3153096,490.2769243,0.076832628,-0.038385331,209.2,0.438,0.438,0.441,125.483,490.3727762,490.3727762,490.3440593,0,-0.028716906
191.8,0.441,0.44,0.45,92.02,47667.25886,47667.26844,47667.17251,0.009575893,-0.095926626,209.4,0.44,0.437,0.44,121.893,47667.26844,47667.29714,47667.26844,0.028706199,-0.028706199
192,0.437,0.434,0.444,1.639,16.43624601,16.4649207,16.36921428,0.028674687,-0.095706413,209.6,0.442,0.435,0.443,123.783,16.38838439,16.45536591,16.37880119,0.066981525,-0.076564725
192.2,0.426,0.434,0.439,10.929,673.7842536,673.7079349,673.6601263,-0.076318708,-0.047808595,209.8,0.444,0.441,0.441,120.82,673.6122284,673.6409781,673.6409781,0.028749634,0
192.4,0.436,0.437,0.44,129.155,93901.52901,93901.51945,93901.49074,-0.009561685,-0.028706199,210,0.447,0.45,0.441,91.642,93901.42363,93901.39481,93901.48116,-0.028817825,0.086350733
192.6,0.438,0.435,0.441,132.295,98522.79099,98522.81967,98522.76227,0.02868509,-0.057401995,,,,,,,,,,
192.8,0.442,0.433,0.438,59.838,20156.98269,20157.06878,20157.02098,0.086087693,-0.047791257,,,,,,,,,,
193,0.444,0.436,0.438,2.593,39.09600572,39.17259913,39.15347226,0.076593411,-0.019126872,,,,,,,,,,
